"net_tfa","age","inc","educ","fsize","marr","twoearn","db","pira","hown","p401","e401"
0,50,16728,11,1,0,0,0,0,1,0,0
63000,27,15660,12,3,1,0,0,1,1,0,0
4100,52,20700,16,1,0,0,1,0,0,0,0
28150,43,117342,16,5,1,1,1,0,1,0,0
3000,41,43410,12,4,1,1,0,0,0,0,0
0,53,12240,12,2,1,0,0,0,0,0,0
-2400,48,25692,8,5,1,1,0,0,1,0,0
6750,36,22815,13,2,0,0,0,1,1,0,0
6499,41,20535,12,3,0,0,0,1,1,0,0
2249,42,33015,14,2,1,1,1,0,1,0,0
24999,47,35814,12,3,1,1,0,1,1,0,0
0,53,12852,6,8,1,0,0,0,0,0,0
356,33,31575,12,2,1,1,1,0,1,0,0
1574,52,45135,12,2,1,0,0,1,1,0,0
41900,47,123690,14,2,1,1,0,0,1,0,0
0,64,13122,12,2,1,0,0,0,1,0,0
20750,54,21948,18,1,0,0,1,1,0,0,0
-95,27,15600,13,3,0,0,1,0,0,0,0
-200,30,21660,12,2,0,0,0,0,0,0,0
-765,33,11952,12,6,1,0,0,0,0,0,0
-3475,37,33366,14,2,0,0,0,0,0,0,0
0,40,9690,5,5,1,0,0,0,1,0,0
-1688,55,9888,8,1,0,0,0,0,1,0,0
30100,63,26055,12,2,1,0,1,1,1,0,0
40,44,17850,12,1,0,0,0,0,1,0,0
176,35,9702,13,2,0,0,0,0,0,0,0
700,46,34938,12,3,1,1,0,0,0,0,0
0,59,12960,12,4,1,0,0,0,1,0,0
0,41,13572,12,2,0,0,0,0,0,0,0
74000,31,105567,16,1,0,0,0,1,1,0,0
57499,44,33774,14,3,1,0,0,1,1,0,0
-12188,34,39303,16,1,0,0,0,0,0,0,0
999,27,12660,14,3,0,0,0,0,0,0,0
-6586,48,18537,14,2,0,0,0,0,0,0,0
0,32,18756,12,2,0,0,0,0,1,0,0
15,47,12240,11,1,0,0,0,0,0,0,0
-4200,40,60846,16,3,1,0,0,0,0,0,0
-1900,29,12216,16,1,0,0,0,0,0,0,0
16000,42,36600,18,1,0,0,0,0,1,0,0
-450,64,17619,12,5,1,0,0,0,1,0,0
-2850,39,15720,13,4,0,0,0,0,0,0,0
12527,37,36852,16,4,1,1,0,1,1,0,0
-5750,28,55305,15,3,1,1,0,0,1,0,0
-45,31,12666,15,2,0,0,0,0,0,0,0
-205,32,15552,12,5,0,0,0,0,0,0,0
-1300,30,2520,15,3,1,0,0,0,1,0,0
-6901,38,55434,12,4,1,1,0,0,1,0,0
200,34,19350,12,3,0,0,0,0,0,0,0
36799,63,40824,15,2,1,0,0,1,1,0,0
0,55,45384,10,13,1,0,0,0,0,0,0
-3592,31,16020,16,1,0,0,0,0,0,0,0
-2200,26,17880,12,1,0,0,0,0,1,0,0
300,36,40050,12,5,1,1,0,0,1,0,0
8100,50,84600,16,7,1,1,1,0,1,0,0
-9716,33,24840,12,7,1,1,0,0,0,0,0
62000,59,36696,14,1,0,0,1,1,0,0,0
119200,60,52767,18,3,1,1,0,1,1,0,0
150,40,50742,12,3,0,0,0,0,1,0,0
-4100,26,61710,11,5,1,0,0,0,1,0,0
20694,56,47877,10,2,1,1,0,1,1,0,0
-1600,38,12312,12,1,0,0,0,0,0,0,0
20,36,8976,12,1,0,0,0,0,0,0,0
400,44,15135,12,5,1,1,0,0,0,0,0
0,41,12471,12,1,0,0,1,0,0,0,0
1667,39,25728,14,3,0,0,0,0,0,0,0
-3150,33,36549,17,1,0,0,1,1,1,0,0
18150,51,58245,12,2,1,1,0,0,1,0,0
1148,46,9720,12,1,0,0,1,1,0,0,0
-1500,40,86781,16,2,1,1,0,0,1,0,0
-700,34,22800,12,2,0,0,0,0,0,0,0
15645,29,31548,15,6,1,0,0,0,1,0,0
-2249,38,10614,13,3,0,0,0,0,1,0,0
48000,53,11538,13,2,0,0,0,0,1,0,0
-4500,29,18000,12,1,0,0,0,0,0,0,0
29771,33,30966,13,3,1,0,0,0,1,0,0
7500,48,29496,18,2,0,0,0,1,1,0,0
-400,42,24408,12,1,0,0,0,0,0,0,0
205,56,14730,11,1,0,0,1,0,0,0,0
1100,52,27465,16,4,1,0,1,0,1,0,0
-460,46,7767,12,5,1,0,0,0,1,0,0
0,38,21600,14,1,0,0,0,0,0,0,0
0,45,9096,12,1,0,0,0,0,0,0,0
7000,28,30879,16,1,0,0,0,1,1,0,0
0,28,21600,15,2,0,0,0,0,0,0,0
-121472,33,40902,12,4,1,0,0,0,0,0,0
-1100,28,12306,15,1,0,0,0,0,0,0,0
399,39,25224,12,3,0,0,1,0,0,0,0
51299,43,85575,16,4,1,1,0,0,1,0,0
-53916,46,79392,16,3,1,1,1,0,1,0,0
-4750,33,38073,12,3,1,1,1,0,1,0,0
300,35,54750,12,5,1,1,0,0,1,0,0
900,51,36060,12,3,1,1,0,0,1,0,0
-3300,27,35745,17,2,1,1,0,0,0,0,0
2400,28,25500,12,4,1,0,0,0,0,0,0
-10642,35,8649,13,5,1,0,0,0,0,0,0
0,43,9747,3,6,1,0,0,0,1,0,0
-15600,30,57996,12,2,1,1,0,0,1,0,0
85,31,8088,17,1,0,0,1,0,0,0,0
50020,52,43341,16,2,1,0,0,1,1,0,0
500,47,36000,18,2,0,0,0,1,0,0,0
450,57,49290,12,4,1,1,0,0,0,0,0
250,30,54744,13,4,1,1,1,0,1,0,0
3172,43,29898,15,4,1,1,0,1,1,0,0
-105,38,42684,14,5,1,1,0,0,0,0,0
300,38,31875,12,4,1,1,1,0,1,0,0
2956,51,48216,18,2,0,0,0,0,1,0,0
300,28,28806,15,3,1,1,0,0,0,0,0
-3000,26,3450,8,1,1,0,0,0,0,0,0
5300,27,23550,12,3,1,0,0,0,0,0,0
25290,34,66000,15,1,0,0,0,0,1,0,0
-205,26,15699,12,1,0,0,1,0,0,0,0
-501,30,22641,18,1,0,0,1,0,0,0,0
12000,34,19110,17,1,0,0,0,0,0,0,0
-1025,35,16977,13,2,0,0,1,0,0,0,0
288,29,14274,10,1,0,0,0,0,0,0,0
-3650,43,18240,13,2,0,0,0,0,0,0,0
1200,29,18540,14,3,1,1,0,0,1,0,0
850,59,18564,16,4,0,0,1,0,1,0,0
0,25,3876,12,2,0,0,0,0,0,0,0
200,47,20400,12,6,1,0,0,0,1,0,0
-3300,32,27960,12,1,0,0,0,0,0,0,0
0,28,7920,13,1,0,0,0,0,0,0,0
79999,45,66000,13,2,0,0,1,0,1,0,0
-17500,48,72810,12,3,1,1,0,0,0,0,0
10500,62,57330,8,3,1,1,0,0,1,0,0
-3900,25,14307,14,1,0,0,0,0,0,0,0
1488,63,18600,12,2,1,0,0,0,1,0,0
0,31,8031,10,1,0,0,0,0,0,0,0
-8000,37,28500,12,3,0,0,0,0,1,0,0
-1000,52,28191,11,3,1,0,1,0,1,0,0
-3500,43,84000,16,1,0,0,0,0,1,0,0
440,41,32472,14,2,0,0,1,0,0,0,0
4500,40,26073,12,1,0,0,1,0,1,0,0
-1985,29,22440,12,2,1,0,0,0,1,0,0
4498,55,54729,12,4,1,1,0,0,1,0,0
2700,36,40392,14,6,1,0,0,1,1,0,0
1059,41,38538,12,4,1,1,0,0,1,0,0
31699,28,39336,16,3,1,0,0,0,1,0,0
-1715,31,14400,14,3,0,0,1,0,0,0,0
-7551,42,13200,14,1,0,0,0,0,1,0,0
300,49,45150,12,4,1,0,0,1,1,0,0
-5800,34,25392,12,2,1,0,0,0,1,0,0
9514,29,36666,14,3,1,1,0,1,0,0,0
111700,50,70902,15,4,1,1,0,1,1,0,0
263,43,11452,13,1,0,0,1,0,0,0,0
-3370,63,28908,16,1,0,0,1,0,0,0,0
3178,34,17337,9,4,1,0,0,0,1,0,0
400,48,33921,12,2,0,0,0,0,1,0,0
1100,25,33270,17,4,0,0,0,0,0,0,0
-9998,36,56190,12,4,1,1,0,1,1,0,0
-17975,26,59199,14,2,1,1,0,0,1,0,0
0,25,1560,11,1,0,0,0,0,1,0,0
2600,39,27354,18,3,0,0,1,1,1,0,0
44159,52,33489,13,2,1,1,0,1,1,0,0
0,26,6000,12,4,1,0,0,0,0,0,0
63700,41,58800,16,2,1,1,0,1,1,0,0
3330,45,15441,8,4,1,1,0,0,1,0,0
1400,25,14850,12,1,0,0,0,0,0,0,0
0,48,3600,12,4,0,0,0,0,0,0,0
160,38,26520,16,4,1,1,1,0,0,0,0
42500,57,87063,13,3,1,0,0,0,1,0,0
0,25,11865,12,5,1,1,0,0,0,0,0
-930,31,12600,13,3,0,0,0,0,0,0,0
-1570,38,5607,12,3,0,0,0,0,1,0,0
3116,46,12945,13,3,1,0,0,1,1,0,0
293,30,32931,12,4,1,1,0,0,0,0,0
5899,43,34608,12,4,1,0,0,0,0,0,0
0,57,20091,13,3,1,0,0,0,1,0,0
-5300,39,52416,12,6,1,1,0,0,1,0,0
876,47,10848,12,5,0,0,0,0,1,0,0
-700,53,20412,9,2,1,0,0,0,1,0,0
12199,27,25386,16,1,0,0,0,1,0,0,0
-950,39,58650,16,6,1,1,0,0,1,0,0
97759,46,68085,14,2,1,0,0,1,1,0,0
28000,40,29220,17,1,0,0,0,0,0,0,0
0,26,30600,12,1,0,0,1,0,1,0,0
0,31,13770,12,1,0,0,0,0,1,0,0
2000,40,28680,12,4,1,0,0,0,1,0,0
-11055,42,55041,14,4,1,1,0,0,0,0,0
-290,34,15600,13,4,1,0,0,0,0,0,0
0,32,12828,11,5,0,0,0,0,0,0,0
-250,49,14226,8,3,1,0,0,0,1,0,0
-4500,38,38349,12,4,1,1,0,0,1,0,0
100,41,45624,13,4,1,0,0,0,1,0,0
-2580,62,15051,10,2,1,0,0,0,1,0,0
3999,28,25815,18,3,1,0,0,0,0,0,0
4,47,17172,12,7,1,1,0,0,1,0,0
5248,51,105843,14,3,1,1,0,1,0,0,0
-2000,47,7800,12,1,0,0,0,0,0,0,0
500,34,44688,15,4,1,0,0,0,1,0,0
-1190,34,9792,12,2,0,0,0,0,1,0,0
-2000,30,17967,11,4,0,0,0,0,1,0,0
3600,45,29400,16,2,0,0,0,0,0,0,0
-1700,26,32748,12,4,1,1,0,0,1,0,0
-600,34,8322,12,2,1,0,0,0,0,0,0
4000,25,34170,16,1,0,0,0,0,0,0,0
21199,39,50283,16,4,1,1,1,0,1,0,0
19900,45,31995,14,4,1,0,0,1,0,0,0
-10300,25,19926,18,1,0,0,0,0,0,0,0
26549,60,27420,11,2,1,0,0,1,1,0,0
-1501,25,36168,12,3,1,1,1,0,1,0,0
-661,57,18132,11,4,1,0,0,0,0,0,0
2559,34,24915,12,7,1,0,0,0,1,0,0
1600,29,45975,14,4,1,1,0,0,0,0,0
-8593,29,30495,15,6,1,0,0,0,1,0,0
2600,61,16056,8,5,0,0,0,0,1,0,0
-24400,30,45180,18,1,0,0,1,0,1,0,0
1500,49,23271,18,2,0,0,1,0,0,0,0
-5800,43,37215,16,2,0,0,1,0,1,0,0
8700,53,14124,10,3,0,0,1,1,0,0,0
19747,36,1137,16,5,1,0,0,1,1,0,0
0,35,9102,15,2,0,0,0,0,0,0,0
0,37,9828,12,3,0,0,0,0,0,0,0
-3100,27,24651,14,1,0,0,0,0,1,0,0
-100,28,16590,15,1,0,0,0,0,0,0,0
23149,60,22512,12,1,0,0,0,0,1,0,0
-450,30,16413,14,3,1,1,0,0,0,0,0
2349,46,59631,13,2,0,0,0,0,1,0,0
3499,56,14748,12,1,0,0,0,0,1,0,0
0,56,30960,12,3,1,0,0,0,1,0,0
-4146,32,17034,12,7,1,0,0,0,0,0,0
-4928,33,33180,13,5,1,1,0,0,1,0,0
1499,39,31860,12,2,0,0,1,0,0,0,0
15499,44,56250,12,4,1,0,0,1,1,0,0
202747,36,48573,18,3,1,0,0,1,1,0,0
-784,41,22800,12,1,0,0,0,0,0,0,0
-400,47,13635,6,7,1,1,0,0,1,0,0
5350,43,52803,14,4,1,1,1,0,1,0,0
-2100,33,22764,11,4,1,1,0,0,1,0,0
-5000,50,57024,13,4,1,1,0,0,0,0,0
0,31,4380,5,5,0,0,0,0,0,0,0
1800,52,27939,7,7,0,0,1,0,1,0,0
-3151,29,46575,14,2,1,1,0,1,1,0,0
53700,26,36309,16,4,1,1,0,0,0,0,0
0,40,10902,15,4,0,0,0,0,0,0,0
300,33,28560,12,4,1,1,0,0,0,0,0
0,25,30651,15,1,0,0,0,0,1,0,0
12000,30,22074,12,1,0,0,0,0,1,0,0
-9360,44,24057,12,5,1,1,0,0,1,0,0
-473,31,9024,12,3,0,0,0,0,0,0,0
2823,40,41568,12,2,1,1,0,0,1,0,0
-2551,64,12069,12,4,1,0,0,0,1,0,0
5800,49,57615,14,2,1,1,0,0,1,0,0
550,34,65505,13,4,1,1,0,0,1,0,0
950,35,27624,12,5,1,0,0,0,1,0,0
24000,37,48180,18,4,1,0,0,1,1,0,0
54719,61,27654,14,1,0,0,0,1,1,0,0
3800,43,44934,12,3,1,1,0,0,1,0,0
189400,58,39150,13,2,1,0,0,1,1,0,0
840,59,12921,9,1,0,0,0,0,1,0,0
-600,37,13380,12,3,0,0,0,0,0,0,0
0,30,15690,9,5,1,1,0,0,0,0,0
10800,43,37392,16,6,1,1,0,1,0,0,0
200,32,21399,10,1,0,0,0,0,0,0,0
-1000,45,13260,12,1,0,0,0,0,1,0,0
-1300,52,27360,13,4,1,0,0,0,1,0,0
-1640,32,35955,6,2,1,0,0,0,1,0,0
14900,44,78099,17,5,1,1,1,1,1,0,0
-128,32,22080,10,3,1,1,0,0,0,0,0
0,37,7563,12,5,1,1,0,0,0,0,0
1200,50,28254,9,5,1,1,0,0,0,0,0
8030,48,47637,13,2,0,0,0,1,1,0,0
3975,61,57060,12,2,1,1,1,0,1,0,0
-1700,41,17100,18,1,0,0,0,0,0,0,0
5980,59,64956,18,3,1,1,0,1,1,0,0
0,34,34680,12,1,0,0,0,0,1,0,0
99760,62,57081,18,3,1,0,0,1,1,0,0
-285,37,13464,12,5,1,0,0,0,1,0,0
-9300,27,97950,12,1,0,0,1,0,0,0,0
-8301,39,28836,18,2,0,0,0,0,0,0,0
38678,32,93954,16,4,1,1,0,1,0,0,0
0,28,16320,12,2,1,0,0,0,0,0,0
25850,42,63858,17,3,1,1,1,1,1,0,0
2500,40,-9,14,7,1,0,0,0,1,0,0
-850,31,35856,12,5,1,0,0,0,0,0,0
0,60,7452,9,4,0,0,0,0,1,0,0
5756,53,70374,18,2,1,1,1,0,1,0,0
19200,51,30516,12,3,1,0,0,0,1,0,0
-5300,25,13254,15,1,0,0,1,0,0,0,0
-960,33,19200,6,6,1,0,0,0,0,0,0
173,57,14292,12,1,0,0,0,0,1,0,0
1600,45,25320,12,2,0,0,0,0,1,0,0
0,31,14280,12,1,0,0,0,0,1,0,0
1200,28,12672,16,2,0,0,1,0,0,0,0
200,46,19440,12,4,0,0,0,0,1,0,0
-3151,43,17880,12,3,0,0,0,0,1,0,0
-980,55,10590,12,3,0,0,1,0,1,0,0
12000,30,37101,12,4,1,0,0,0,1,0,0
-273,39,7806,9,4,1,0,0,0,1,0,0
0,25,10200,9,1,0,0,0,0,0,0,0
18500,58,22443,12,2,1,0,0,1,1,0,0
200,41,12900,9,1,0,0,0,0,0,0,0
-3600,34,21816,14,4,0,0,0,0,0,0,0
2220,59,7164,11,1,0,0,1,1,1,0,0
0,25,26268,10,3,1,1,0,0,0,0,0
0,61,0,16,3,1,0,0,0,1,0,0
0,35,12420,12,2,0,0,1,0,0,0,0
-1200,29,30489,12,4,1,1,0,0,1,0,0
-2430,35,26640,12,3,1,1,0,0,1,0,0
499,29,20430,12,1,0,0,0,0,0,0,0
79998,57,38040,12,1,0,0,0,1,1,0,0
6750,55,55320,12,3,1,1,1,1,1,0,0
0,30,5214,12,3,0,0,0,0,0,0,0
38800,44,61455,12,4,1,1,1,1,1,0,0
377500,54,110892,12,2,1,1,0,1,1,0,0
5300,42,33075,16,3,0,0,1,1,1,0,0
-13950,37,27330,13,4,1,0,0,0,0,0,0
18850,36,52290,12,4,1,1,0,1,1,0,0
-1000,29,10350,16,6,1,0,0,0,0,0,0
-39915,44,34686,15,5,1,0,0,0,1,0,0
9900,30,73458,18,1,0,0,1,0,0,0,0
3599,54,19020,9,1,0,0,1,0,0,0,0
-1801,27,14286,10,2,0,0,0,0,0,0,0
-3016,59,12906,13,1,0,0,0,0,0,0,0
0,52,10599,10,5,1,1,0,0,0,0,0
-2500,34,27294,9,2,0,0,0,0,0,0,0
0,32,6240,11,2,0,0,0,0,0,0,0
13100,39,30825,15,1,0,0,0,1,1,0,0
0,36,8670,11,2,0,0,0,0,0,0,0
77000,35,31398,17,4,1,0,0,1,1,0,0
67000,52,27780,15,1,0,0,0,0,0,0,0
166113,54,92280,17,3,1,0,0,1,1,0,0
14,25,3723,12,2,0,0,0,0,1,0,0
4000,58,19890,8,2,1,0,0,0,1,0,0
207012,60,56712,16,2,1,0,0,1,1,0,0
6930,60,36966,13,2,1,1,0,0,1,0,0
3000,28,32034,12,2,1,0,0,0,1,0,0
0,49,18153,12,4,1,0,0,0,0,0,0
310,26,19074,13,1,0,0,0,0,0,0,0
1000,34,102996,18,3,1,1,0,0,1,0,0
-5450,28,30210,12,1,0,0,0,0,0,0,0
-16910,28,9624,12,4,1,0,0,0,0,0,0
3203,48,25662,12,2,1,0,0,0,1,0,0
600,61,11424,9,1,0,0,1,0,1,0,0
34883,62,13836,12,2,0,0,0,1,1,0,0
-11650,33,59172,13,5,1,1,1,1,1,0,0
0,40,24687,18,1,0,0,0,0,0,0,0
499,40,18030,12,3,0,0,0,0,0,0,0
-2670,36,21525,13,1,0,0,0,1,1,0,0
0,29,8400,10,4,0,0,0,0,0,0,0
-200,43,11931,6,7,1,1,0,0,0,0,0
-6451,33,34269,13,4,1,1,0,0,1,0,0
24200,32,22392,16,1,0,0,0,1,0,0,0
10,29,18480,12,2,0,0,0,0,0,0,0
29599,51,28659,14,1,0,0,1,0,0,0,0
61010,52,32634,16,5,0,0,0,0,1,0,0
11700,46,30492,11,4,0,0,0,0,1,0,0
-150,35,14610,12,1,0,0,0,0,0,0,0
1930,25,16032,14,2,0,0,0,0,0,0,0
-450,53,21600,12,1,0,0,0,0,0,0,0
750,63,26580,11,2,0,0,0,0,0,0,0
-5371,60,5436,6,2,0,0,0,0,0,0,0
3199,39,16167,12,4,1,0,0,0,1,0,0
50700,50,76260,17,3,1,1,1,1,1,0,0
-4000,30,34041,12,2,1,1,0,0,1,0,0
4998,30,44502,12,5,1,1,0,0,1,0,0
-3500,42,71046,13,6,1,1,0,0,0,0,0
54869,49,18729,12,5,1,0,0,0,1,0,0
499,41,26022,15,2,0,0,1,0,0,0,0
-3201,34,35868,13,4,1,1,0,0,1,0,0
900,41,28620,12,4,1,0,1,0,1,0,0
-4300,36,10944,13,4,1,1,0,0,0,0,0
7799,57,12516,14,4,1,1,0,0,1,0,0
9885,53,22872,12,6,1,1,0,0,1,0,0
11899,49,39681,13,3,0,0,0,0,0,0,0
0,28,42780,12,3,1,1,1,0,1,0,0
-2602,32,52602,16,4,1,1,1,0,1,0,0
1635,32,25494,18,1,0,0,1,0,0,0,0
-2800,28,17700,12,3,0,0,0,0,0,0,0
999,45,44940,12,3,1,1,0,0,1,0,0
1825,28,30900,12,4,1,1,0,1,1,0,0
15499,38,93630,18,4,1,1,1,0,1,0,0
-46500,46,19704,16,3,0,0,0,0,1,0,0
100,58,12255,7,1,0,0,0,0,0,0,0
-190,43,47400,18,3,0,0,1,0,1,0,0
173,62,14904,12,1,0,0,0,0,1,0,0
-17300,49,33567,12,3,1,0,0,0,1,0,0
0,25,36546,15,1,1,0,0,0,0,0,0
500,28,24258,13,3,1,1,0,0,1,0,0
11199,37,43968,12,4,1,1,1,1,1,0,0
-1550,34,33543,12,4,1,1,0,0,1,0,0
16610,54,33267,13,1,0,0,0,0,0,0,0
0,41,21096,12,5,1,1,0,0,1,0,0
-420,30,30951,6,3,1,1,0,0,0,0,0
-1208,60,10665,16,2,0,0,1,0,1,0,0
-2550,47,21612,14,3,0,0,0,0,1,0,0
270,41,36162,16,1,0,0,1,0,0,0,0
-4915,33,20736,13,1,0,0,1,0,0,0,0
-551,49,21648,12,3,0,0,0,0,1,0,0
7,51,33474,12,2,1,1,1,0,1,0,0
-3348,43,43962,13,3,1,1,0,0,1,0,0
0,54,10440,8,2,0,0,0,0,0,0,0
95,52,48450,12,4,1,0,0,0,1,0,0
13000,30,67125,16,2,1,1,0,1,0,0,0
1900,28,20730,14,4,1,1,0,0,0,0,0
-475,26,28200,10,4,1,1,0,0,0,0,0
-4975,37,37668,16,3,1,0,0,0,1,0,0
-1300,38,66300,12,5,1,1,1,0,1,0,0
22474,40,126750,18,3,1,1,1,1,1,0,0
-690,45,33084,10,2,0,0,0,0,1,0,0
12759,60,13788,12,1,0,0,1,0,1,0,0
10700,31,47154,16,3,1,0,0,0,1,0,0
0,61,11844,15,3,1,0,0,0,0,0,0
-75,27,8103,12,1,0,0,0,0,0,0,0
53500,32,69630,16,1,0,0,0,1,1,0,0
1750,52,28776,12,5,1,1,0,0,1,0,0
8724,33,77007,18,2,1,1,1,0,1,0,0
-5919,35,22473,15,4,1,1,0,0,1,0,0
0,33,6375,12,1,0,0,0,0,1,0,0
24999,28,33900,15,1,0,0,0,0,0,0,0
949,27,25782,12,1,0,0,0,0,1,0,0
11030,54,13872,16,2,0,0,1,0,0,0,0
-170,31,12138,12,2,0,0,0,0,0,0,0
6000,46,58992,18,1,0,0,1,1,1,0,0
-1149,37,22680,14,4,1,0,0,0,1,0,0
0,47,48954,18,1,0,0,1,0,0,0,0
250,30,6450,13,1,0,0,0,0,0,0,0
-120,27,10725,12,5,1,0,0,0,0,0,0
55000,46,80220,18,5,1,1,1,1,1,0,0
-8300,42,17952,12,3,0,0,1,0,0,0,0
-5000,51,26106,13,2,1,1,1,0,1,0,0
-1900,26,19251,16,2,1,1,0,0,0,0,0
0,25,8670,3,10,0,0,0,0,0,0,0
-494,51,29235,13,2,1,1,1,0,1,0,0
4350,26,23040,18,1,0,0,0,0,0,0,0
-6875,44,27411,12,6,1,1,0,0,1,0,0
695,48,34941,12,3,1,1,0,0,1,0,0
-300,28,10698,14,5,1,0,0,0,0,0,0
125199,56,57984,16,2,1,1,1,1,1,0,0
52850,52,51030,13,3,1,0,1,1,1,0,0
158206,53,40827,12,4,1,1,0,1,1,0,0
-6600,34,34932,14,5,1,1,0,0,0,0,0
515,31,32871,12,4,1,0,0,0,1,0,0
31700,35,51372,15,3,1,1,0,1,1,0,0
500,60,2550,8,2,0,0,0,0,1,0,0
69100,52,62526,14,2,1,1,1,1,1,0,0
-6700,25,60495,13,2,1,1,0,0,0,0,0
-143500,34,63600,17,1,0,0,0,0,0,0,0
500,61,23640,10,2,1,1,0,0,1,0,0
710,31,39891,15,2,1,0,0,0,0,0,0
200,63,14754,1,5,0,0,0,0,1,0,0
0,33,9855,9,5,1,0,0,0,0,0,0
-25100,38,36924,10,3,1,1,0,0,1,0,0
28359,47,36768,16,2,0,0,1,1,1,0,0
-790,42,14640,13,1,0,0,0,0,0,0,0
3500,33,19236,17,1,0,0,1,0,0,0,0
-500,64,26424,10,3,1,0,0,0,1,0,0
-9176,37,35730,13,3,1,1,0,0,1,0,0
300,60,7116,8,1,0,0,0,0,0,0,0
15150,31,28248,14,1,0,0,1,0,1,0,0
9750,43,22578,14,2,1,1,1,1,0,0,0
-2700,28,510,16,1,0,0,0,0,0,0,0
13000,51,34656,16,3,0,0,0,0,0,0,0
-1100,61,17460,8,3,1,1,0,0,0,0,0
2470,52,39186,12,2,1,1,0,0,1,0,0
2010,62,20796,14,2,1,0,0,0,1,0,0
46850,50,40578,16,2,1,0,0,1,1,0,0
15932,35,17877,16,1,0,0,0,1,0,0,0
0,40,10200,11,1,0,0,0,0,0,0,0
68248,44,103455,14,1,0,0,1,0,1,0,0
6263,35,16113,12,5,1,0,0,1,1,0,0
0,41,41040,14,1,0,0,0,0,0,0,0
48250,38,44754,12,4,1,1,0,1,1,0,0
34798,55,38730,12,2,1,0,0,1,1,0,0
-5000,28,20940,12,4,1,1,0,0,0,0,0
4000,41,46719,18,5,1,1,0,0,1,0,0
0,45,11766,7,5,1,0,0,0,1,0,0
-1501,57,27927,7,4,1,1,0,0,1,0,0
1250,37,19455,12,1,0,0,1,1,0,0,0
13750,38,113508,18,3,1,1,0,1,1,0,0
-1980,28,18525,12,5,1,0,0,0,1,0,0
4499,51,40011,12,2,1,0,0,0,0,0,0
1142,27,38442,17,2,1,1,1,0,0,0,0
20,34,12000,12,5,0,0,0,0,0,0,0
-10900,30,16500,11,3,1,0,0,0,0,0,0
35,57,22440,6,5,1,1,0,0,1,0,0
3100,60,17124,12,2,0,0,0,0,0,0,0
4420,41,104400,12,2,1,1,0,0,1,0,0
0,58,11433,12,2,1,0,0,0,0,0,0
14999,44,27411,16,4,1,1,0,1,1,0,0
1400,43,28005,16,3,0,0,1,1,1,0,0
4500,42,94455,18,5,1,1,1,1,1,0,0
-1000,37,14172,12,6,1,0,0,0,0,0,0
4300,41,31560,12,3,1,1,0,0,1,0,0
14499,42,50835,12,4,1,1,0,1,1,0,0
0,34,48900,12,4,1,1,0,0,1,0,0
0,26,15450,12,4,1,0,0,0,0,0,0
-2088,61,6132,11,2,0,0,0,0,0,0,0
164,28,3711,12,2,0,0,0,0,0,0,0
0,36,11400,11,2,0,0,0,0,0,0,0
482,25,13182,16,3,1,0,0,0,0,0,0
270,55,21765,12,1,0,0,0,0,0,0,0
89328,43,96336,18,4,1,1,0,1,1,0,0
500,56,39375,12,3,1,0,0,0,1,0,0
16000,46,51960,12,12,1,0,0,0,1,0,0
6500,60,10368,12,1,0,0,0,0,0,0,0
0,58,20016,5,2,1,0,0,0,0,0,0
-100,33,42183,14,1,0,0,0,0,0,0,0
60593,59,76899,12,2,1,0,0,1,1,0,0
-4950,45,30246,14,3,0,0,1,0,0,0,0
7499,55,-2652,12,4,0,0,0,0,1,0,0
0,32,3504,12,5,1,0,0,0,0,0,0
-4000,30,53040,15,4,1,1,1,0,1,0,0
91099,61,39645,14,2,1,0,0,1,1,0,0
-2171,31,26175,13,5,1,1,0,0,0,0,0
4600,63,27585,16,2,1,0,1,1,1,0,0
100099,57,30840,12,2,1,0,0,0,1,0,0
3100,30,30210,16,2,0,0,0,1,0,0,0
0,51,12750,11,2,0,0,0,0,0,0,0
-13000,27,19962,12,2,0,0,0,0,0,0,0
-2384,36,17883,16,1,0,0,0,0,1,0,0
20270,33,56808,18,1,0,0,1,1,1,0,0
-300,35,16815,13,1,0,0,0,0,0,0,0
-1700,28,11688,12,3,0,0,0,0,0,0,0
400,28,25014,12,1,0,0,0,0,0,0,0
-2000,44,44268,14,3,1,1,0,0,1,0,0
-3050,34,16977,14,5,1,0,0,0,1,0,0
13399,28,5412,12,1,0,0,0,0,0,0,0
3400,28,17070,10,4,1,1,0,0,1,0,0
200,40,30012,9,5,1,1,0,0,0,0,0
3300,49,20082,16,4,1,0,0,1,1,0,0
-3899,25,65262,14,2,1,1,0,0,1,0,0
-10990,26,52497,16,2,1,1,0,0,0,0,0
0,25,19800,9,1,0,0,1,0,1,0,0
73509,35,47760,12,5,1,0,0,1,1,0,0
-40,49,15570,7,1,0,0,0,0,0,0,0
-4135,29,19206,12,5,1,0,0,0,0,0,0
500,30,89550,18,2,1,1,0,0,1,0,0
250,44,7962,3,6,1,0,0,0,0,0,0
-150,64,23832,8,4,1,1,0,0,1,0,0
15671,44,60201,13,3,1,1,1,1,1,0,0
7500,40,32880,12,5,1,0,0,0,1,0,0
-600,30,36066,10,2,1,1,0,0,1,0,0
15037,64,42864,12,2,1,0,0,1,1,0,0
-1000,49,36720,16,2,1,0,0,0,1,0,0
33499,41,30000,16,3,0,0,0,1,1,0,0
0,25,11112,12,4,1,0,0,0,0,0,0
